 ,,Bananas Docena,Huevos Maple,Brote de Soja,Champignones,Girgolas,Morron Amarillo,Ananá,Alcaucil,Queso Criollo Horma,Kiwi Cajón,Pera Cajón,Pera Caja,Pera Bandeja,Pera Kg,Manzana Roja Caja,Manzana Roja Bandeja,Manzana Roja Kg,Manzana Verde Caja,Manzana Verde Bandeja,Manzana Verde Kg,Ciruela Cajón,Ciruela Kg,Durazno Cajón,Durazno Kg,Uva Kg,Uva Rosa,Uva Blanca,Uva Huevo,Uva Negra,Garbanzo,Almendras kg,Maní con Cáscara Bolsa,Queso de Cabra Horma,Miel de Caña,Miel de Abeja,Higo Cajón,Higos por Kg,Ajo Ristra,Berenjena Jaula,Berenjena Kg,Pomelo Jaula,Pomelo Grande Jaula,Pomelo Docena,Mandarina Grande Jaula,Mandarina Docena,Estevia atado,Cebolla Kg,Cebolla Morada Kg,Zukini Cajón,Zukini Kg,Naranja Docena,Ajo cabeza,Limón Docena,Papaya,Papa por Kg,Bananas Premium Docena,Arándanos bandeja,Banana Cajón,Banana Premium Cajón,Cayote,Zukini Jaula,Yerba Buena,Menta o yerba buena,Menta,Papa bolsa,Papá chica bolsa,Cebolla bolsa,Cebolla Morada Bolsa,Tomate cajón,Naranja Grande Jaula,Tomate redondo cajón,Naranja jaula,Limón jaula,Mandarina jaula,Mandarina Grande Docena,Zapallito Verde Jaula,Zapallito verde kg,Cereza kg,Choclo amarillo bolsa,Choclo amarillo Docena,Limón Grande Jaula,Morrón verde jaula,Morrón rojo jaula,Calabaza bolsa chica,Calabaza bolsa grande,Calabaza kg,Manzana Roja  Premium Caja ,Zapallo entero,Zapallo Amarillo Kg,Mango Caja,Zapallo negro Kg,Tomate Cherry Cajón,Tomate Cherry Kg,Platano,Palta Criolla Kg,Frutilla Cajón,Frutilla Kg,Repollo Morado,Repollo Blanco, Coliflor,Zanahoria Atado,Cilantro,Tomate Cajón p/ Salsa,Locoto Kg,Papines por kg,Orégano,Granada Kg,Romero fresco atado,Melón,Laurel,Albahaca Hidropónica,Tanjarina,Tomate Seco,Quinoa,Nabos,Maracuya,Sandía,Melon Caja,Tomate Cherry Jaula,Lima Docena,Frutilla Cajon p/mermelada,Lima Cajón,Papa Blanca Bolsa,Chia kg,Morrón Rojo Kg,Morrón Verde Kg,Tomate Jaula,Jengibre Kg,Pepino kg,Mango kg,Nuez kg,Albahaca seca,Tomate Redondo Kg,Quinotos Kg,Zanahorias Grandes por Bolsa,Salvia atado,Batata Bolsa,Batata Kg,Pelones Cajón,Pelones Kg,Porotos de Soja,Zanahoria por Kg,Tomate Perita Kg,Maiz Pelado kg,Poroto Pallares kg,Frutos Rojos 2 Congelados,Habas,Palta Madura por Kg,Lima jaula,Palta Madura por Kilo,Manzana Roja Deliciosa Bandeja,Lechuga Hidroponica,Tomillo,Palta Mediana por Kg,Lechuga Morada Jaula,Lechuga Crespa Jaula,Lechuga Mantecosa Jaula,Arandanos Congelados,Rucula unidad,Choclo Blanco por Bolsa,Choclo Blanco Docena,Quesillo,Berro,Jaula de Lechuga Repollada,Brócoli,Remolacha,Lechuga Repollada unidad,Puerro,Apio,Verdeo,Maracuya Congelado,Perejil,Radicheta,Arveja por Kg,Aji Picante por Kg,Chaucha por Kg,Espinaca,Lechuga Crespa unidad,Lechuga Morada unidad,Lechuga Mantecosa unidad,Albahaca unidad,Acelga,Lechuga Crespa 1/4,Lechuga Morada 1/4,Lechuga Escarola,Ají dulce,Esparragos,Repollos de Brucelas,Hongos de Pino,Papa Oca por kg,Damasco kg,Hinojo,Rabanito,Frutos Rojos 1 Congelados,kiwi Kg,Rucula Hidroponica,Lenteja por Kg,Pimentón por Kg,Provenzal kg,,,
20/11/2025 5:33:17,005) Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025 5:34:18,051) Vaca Club,"0,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025 5:35:30,016) House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,"0,5",,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,
20/11/2025 5:37:01,043) La Fiamma Caseros,,,,,,,,,,,,,,3,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,"0,5",,1,,,"0,5",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,"0,5",,,"0,5",,,5,,,,,,,,,,,,,,,,,2,,,,,,,
20/11/2025 5:39:30,021) Estación Belgrano,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,1,,,2,,"0,5",,,,,3,"1,5",,,,,,,,,,,,,,,,,,,,"2,5",,,,1,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,"0,5",,"0,25",,,,,,,,,,,,,,,5,,,,,8,,,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,1,,,,,,,
20/11/2025 5:40:27,031) Charrua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,8,,,,,,,,,,,,,,3,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025 5:42:47,035) Mapogo,"1,5",,,,,1,,,,,,,,3,,,"1,5",,,1,,,,,,,,,,,,,,,,,,,,2,,,,,"0,5",,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,1,,2,,,,,,,,,2,,,,,,,,1,,,,,,,,1,1,,,,1,,,,,,,,,,,,3,2,,,,,12,,,,,,,,,,,5,,,,,,,,,,1,,,1,,2,,,,1,5,2,,,,,,,,,,,,,,,1,,,,,,,
21/11/2025 2:35:32,024) De Boca en Boca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,3,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,8,,,,,,,,,,1,2,,,,1,,,,10,,,1,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:36:40,023) Los Diaz confi,3,,,,,,,,,,,,,2,,,2,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
21/11/2025 2:37:28,025) Spot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:38:03,018) Estación Terminal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,"0,5",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:39:00,012) Estación Belgrano 2,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,1,,,,,,,,"0,5",,,,,,,1,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:39:33,040) Gertrudis Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
21/11/2025 2:40:05,002) Estación Buenos Aires,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:40:41,007) Factury,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:41:55,019) The Salad Bar,"0,5",1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,45","0,17",,,1,,,,,,,,,,,,,1,"0,5",,,,,,,,,,,,,,,,3,,,,,,1,,2,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:42:32,003) Tuchito,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,"0,5",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:44:40,035) Mapogo,2,,1,,,,,,,,,,,"1,5",,,2,,,1,,,,2,,,,,,,,,,,,,,,,1,,,,,"0,5",,,,,1,,,,,,,4,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,2,,,,,,,,,,,,3,1,,,,,15,,,,,,,,,,,8,,,,,,2,,,1,,1,,,,,,,6,2,6,2,1,,,,,,,,,,,,1,,1,,,,,,,
21/11/2025 2:45:04,005) Barrett,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:45:51,051) Vaca Club,1,,,,,,,,,,,,,"0,57",,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,"0,5",,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:46:13,008) Bovino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:47:16,038) La Fiamma Paseo Guemes,"0,5",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:48:30,021) Estación Belgrano,"1,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,2,"0,5",,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,8,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:49:21,006) Belgrano aparte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 2:53:58,031) Charrua,3,,,,,,,,,,,,,,,,3,,,3,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,5,,1,,2,,,"0,5","0,5",,,,,,,,,,,,,"3,73",,,,,4,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,6,,,,,"0,5",,,,,1,4,,,,,,,,3,3,2,,,,,,,,,,,,,,,1,,,,,,,
21/11/2025 2:55:28,043) La Fiamma Caseros,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,1,"0,5",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,"0,5",,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,
21/11/2025 2:56:48,016) House,"1,5",,,,,,,,,,,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,2,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025 7:50:21,014) Bonito Bistro,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025 5:18:00,015) H Villa Vicuña,,4,,,,,,,,,,,,,,,2,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
22/11/2025 5:19:37,025) Spot,"0,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025 5:21:03,018) Estación Terminal,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,2,"0,5",,2,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025 5:23:02,019) The Salad Bar,"0,5",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,2,,1,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,"0,5",,,,,,,,1,,,,,,,,,,,,,,,,,,,,"0,64","0,38",,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,3,,,,,,1,2,4,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025 5:25:28,012) Estación Belgrano 2,1,,,,,,,,,,,,,"0,5",,,"0,5",,,"0,5",,,,,,,,,,,,,,,2,,,,,1,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,5,,,,,5,,,,,,,,,,,3,,,,2,,,,,,,,,"0,5",,,,,1,3,2,,,,,,,,,,,,,,,,"0,5",,,,,,,
22/11/2025 5:26:50,040) Gertrudis Cafe,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,"0,8",,,,,,,,,,,,,5,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,"0,5",,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025 5:28:38,002) Estación Buenos Aires,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,1,,,3,,,,,,,"0,5",,,,,,,"0,5",,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,"1,5",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,1,,,,,,,,,,1,,,,,,"0,1",,,3,2,,,2,,,,,,,,,,,,,,,,,,,,
22/11/2025 5:29:10,014) Bonito Bistro,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025 5:31:13,051) Vaca Club,2,,,,,,,,,,,,,"1,1",,,"0,5",,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,6,,1,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,"0,5",,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,2,4,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025 5:32:48,038) La Fiamma Paseo Guemes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,1,,2,,,"0,5",1,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,2,,,,,,,5,5,,,,,,,,,,,,,,,,,1,,,,,,,
22/11/2025 5:34:56,031) Charrua,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,,2,,,,1,,,,,,,,,,,,,"2,56",,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"0,5",,,,,,,,,,,3,,,,,,,,,,,10,,,,,1,,6,,,,4,,,3,,,3,5,5,4,2,,,,,,,,,,,,,,,,,,,,,,
22/11/2025 5:35:57,005) Barrett,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,"0,5",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025 5:39:54,035) Mapogo,4,,2,,,1,,,,,,,,3,,,2,,,1,,,,3,,,,,,,,,,,,,,,,2,1,,,,1,,,3,,"1,5",,,,,,,4,,,,,,,1,2,,1,,,,,4,3,,,,,,,1,,,,,,,,,,,,,6,,,"0,5",,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,3,"1,5",,"0,5",1,3,,,,,,,,,,,,2,3,,,,,25,,,,,,,,,,,12,,,,,,,2,,,,1,,,,,,,8,3,8,3,1,,,,,,,,,,,,1,,2,,,,,,,
22/11/2025 5:41:47,043) La Fiamma Caseros,1,,,,,,,,,,,,,2,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,6,,2,,3,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,,1,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025 5:42:45,007) Factury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,"0,5",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025 5:45:30,021) Estación Belgrano,2,,1,,,1,,,,,,,,2,,,2,,,1,,,,,,,,,,,,,,,2,,,,,1,,,1,,,,,1,,1,,,,,,,2,,,,,1,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025 5:49:41,016) House,2,,,,,,,,,,,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,4,,,,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,4,,"0,25",2,,,,,,,,,,,,,2,5,,,,,4,,,,,,,,,,,4,,,,,,,,,1,,1,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,
22/11/2025 8:31:10,003) Tuchito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025 5:21:35,003) Tuchito,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,3,,,,"0,5",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025 5:24:53,019) The Salad Bar,1,1,,,,,,,,,,,,1,,,"0,5",,,"0,5",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,"0,5",,,,,,,,,,,,,,,,4,,,,,,1,1,5,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,
25/11/2025 5:25:35,018) Estación Terminal,1,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
